stock_symbol,stock_name,stock_industry,stock_market_cap,stock_risk_level,opinion
VADILENT,Vadilal Enterprises Ltd,Consumer Staples,Smallcap,Moderate Risk,bad
VAGHANI,Vaghani Techno Build Ltd,Real Estate,Smallcap,Low Risk,bad
VAIBHAVGBL,Vaibhav Global Ltd,Consumer Discretionary,Midcap,Moderate Risk,bad
VAISHALI,Vaishali Pharma Ltd,Health Care,Smallcap,High Risk,bad
VAKRANGEE,Vakrangee Ltd,Information Technology,Smallcap,Moderate Risk,bad
VALIANT,Valiant Communications Ltd,Communication Services,Smallcap,Moderate Risk,bad
VALIANTORG,Valiant Organics Ltd,Materials,Smallcap,Moderate Risk,bad
VALLABHSQ,Vallabh Steels Ltd,Industrials,Smallcap,Moderate Risk,bad
VALSONQ,Valson Industries Ltd,Consumer Discretionary,Smallcap,High Risk,bad
VAMA,VAMA Industries Ltd,Information Technology,Smallcap,Moderate Risk,bad
VANDANA,Vandana Knitwear Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
VANICOM,Vani Commercials Ltd,Financials,Smallcap,Low Risk,bad
VANTABIO,Vanta Bioscience Ltd,Health Care,Smallcap,High Risk,bad
VARDHACRLC,Vardhman Acrylics Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
VARDHMAN,Vardhman Concrete Ltd,Industrials,Smallcap,Low Risk,bad
VARDMNPOLY,Vardhman Polytex Ltd,Consumer Discretionary,Smallcap,High Risk,bad
VARIMAN,Variman Global Enterprises Ltd,Information Technology,Smallcap,High Risk,bad
VASA,Vasa Retail and Overseas Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
VASCONEQ,Vascon Engineers Ltd,Industrials,Smallcap,High Risk,bad
VASWANI,Vaswani Industries Ltd,Materials,Smallcap,High Risk,bad
VBCFERROQ,VBC Ferro Alloys Ltd,Materials,Smallcap,High Risk,bad
VBDESAI,V B Desai Financial Services Ltd,Financials,Smallcap,High Risk,bad
VCKCAP,VCK Capital Market Services Ltd,Financials,Smallcap,Low Risk,bad
VCL,Vaxtex Cotfab Ltd,Consumer Discretionary,Smallcap,High Risk,bad
VCU,VCU Data Management Ltd,Information Technology,Smallcap,Moderate Risk,bad
VEDAVAAG,Vedavaag Systems Ltd,Information Technology,Smallcap,Moderate Risk,bad
VEDL,Vedanta Ltd,Materials,Largecap,Moderate Risk,bad
VEERHEALTH,Veerhealth Care Ltd,Health Care,Smallcap,Moderate Risk,bad
VEGETABLE,Vegetable Products Ltd,Consumer Staples,Smallcap,Moderate Risk,bad
VELJAN,Veljan Denison Ltd,Industrials,Smallcap,Low Risk,bad
VENUSREM,Venus Remedies Ltd,Health Care,Smallcap,Moderate Risk,bad
VERA,Vera Synthetic Ltd,Consumer Discretionary,Smallcap,High Risk,bad
VERITAS,Veritas (India) Ltd,Industrials,Smallcap,Low Risk,bad
VERTOZ,Vertoz Advertising Ltd,Communication Services,Smallcap,Moderate Risk,bad
VESUVIUS,Vesuvius India Ltd,Industrials,Smallcap,Low Risk,bad
VETO,VETO Switch Gears And Cables Ltd,Industrials,Smallcap,High Risk,bad
VGCL,Vibrant Global Capital Ltd,Financials,Smallcap,Moderate Risk,bad
VGUARD,V Guard Industries Ltd,Industrials,Smallcap,Low Risk,bad
VHL,Vardhman Holdings Ltd,Financials,Smallcap,Low Risk,bad
VIAANINDUS,Viaan Industries Ltd,Industrials,Smallcap,High Risk,bad
VICEROY,Viceroy Hotels Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
VICTMILL,Victoria Mills Ltd,Real Estate,Smallcap,Moderate Risk,bad
VICTORYPP,Victory Paper and Boards (India) Ltd,Industrials,Smallcap,High Risk,bad
VIDEOIND,Videocon Industries Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
VIDHIING,Vidhi Specialty Food Ingredients Ltd,Materials,Smallcap,Moderate Risk,bad
VIJAYTX,Vijay Textiles Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
VIJIFIN,Viji Finance Ltd,Financials,Smallcap,High Risk,bad
VIJSOLX,Vijay Solvex Ltd,Consumer Staples,Smallcap,Moderate Risk,bad
VIKALPS,Vikalp Securities Ltd,Financials,Smallcap,Moderate Risk,bad
VIKASECO,Vikas Ecotech Ltd,Materials,Smallcap,High Risk,bad
VIKASMCORP,Vikas Multicorp Ltd,Materials,Smallcap,Moderate Risk,bad
VIKASPROP,Vikas Proppant & Granite Ltd,Consumer Staples,Smallcap,Moderate Risk,bad
VIKASWSP,Vikas WSP Ltd,Consumer Staples,Smallcap,High Risk,bad
VIKRAMTH,Vikram Thermo (India) Ltd,Health Care,Smallcap,Moderate Risk,bad
VINATIORGA,Vinati Organics Ltd,Materials,Midcap,Low Risk,bad
VINAYAKPOL,Vinayak Polycon International Ltd,Materials,Smallcap,Low Risk,bad
VINDHYATEL,Vindhya Telelinks Ltd,Communication Services,Smallcap,Moderate Risk,bad
VINNY,Vinny Overseas Ltd,Consumer Discretionary,Smallcap,High Risk,bad
VINTAGES,Vintage Securities Ltd,Financials,Smallcap,Low Risk,bad
VINTRON,Vintron Informatics Ltd,Information Technology,Smallcap,Moderate Risk,bad
VINYLINDIA,Vinyl Chemicals India Ltd,Materials,Smallcap,High Risk,bad
VIPCLOTHNG,VIP Clothing Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
VIPPYSP,Vippy Spin Pro Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
VIPULLTD,Vipul Ltd,Real Estate,Smallcap,Moderate Risk,bad
VIPULORG,Vipul Organics Ltd,Materials,Smallcap,High Risk,bad
VIRAT,Virat Industries Ltd,Consumer Discretionary,Smallcap,High Risk,bad
VIRATCRA,Virat Crane Industries Ltd,Consumer Staples,Smallcap,High Risk,bad
VIRINCHI,Virinchi Ltd,Information Technology,Smallcap,High Risk,bad
VIRTUALS,Virtualsoft Systems Ltd,Communication Services,Smallcap,Moderate Risk,bad
VISAGAR,Visagar Financial Services Ltd,Financials,Smallcap,Moderate Risk,bad
VISASTEEL,Visa Steel Ltd,Materials,Smallcap,Moderate Risk,bad
VISESHINFO,MPS Infotecnics Ltd,Information Technology,Smallcap,High Risk,bad
VISHAL,Vishal Fabrics Ltd,Consumer Discretionary,Smallcap,Low Risk,bad
VISHALBL,Vishal Bearings Ltd,Industrials,Smallcap,High Risk,bad
VISHNU,Vishnu Chemicals Ltd,Materials,Smallcap,Moderate Risk,bad
VISHWARAJ,Vishwaraj Sugar Industries Ltd,Consumer Staples,Smallcap,Moderate Risk,bad
VISIONCO,Vision Corporation Ltd,Communication Services,Smallcap,Moderate Risk,bad
VISTAPH,Vista Pharmaceuticals Ltd,Health Care,Smallcap,High Risk,bad
VISVEN,Vishvprabha Ventures Ltd,Financials,Smallcap,High Risk,bad
VITESSE,Vitesse Agro Ltd,Consumer Staples,Smallcap,Moderate Risk,bad
VIVANTA,Vivanta Industries Ltd,Health Care,Smallcap,Moderate Risk,bad
VIVANZA,Vivanza Biosciences Ltd,Health Care,Smallcap,Low Risk,bad
VIVIDHA,Visagar Polytex Ltd,Consumer Discretionary,Smallcap,High Risk,bad
VIVIDM,Vivid Mercantile Ltd,Industrials,Smallcap,High Risk,bad
VIVIMEDLAB,Vivimed Labs Ltd,Materials,Smallcap,High Risk,bad
VIVOBIOT,Vivo Bio Tech Ltd,Health Care,Smallcap,High Risk,bad
VJLAXMIE,Veejay Lakshmi Engineering Works Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
VJTFEDU,VJTF Eduservices Ltd,Consumer Discretionary,Smallcap,Low Risk,bad
VLSFINANCE,V L S Finance Ltd,Financials,Smallcap,Moderate Risk,bad
VMARCIND,V-Marc India Ltd,Industrials,Smallcap,Low Risk,bad
VMS,VMS Industries Ltd,Industrials,Smallcap,High Risk,bad
VOITHPAPR,Voith Paper Fabrics India Ltd,Consumer Discretionary,Smallcap,Low Risk,bad
VOLTAS,Voltas Ltd,Consumer Discretionary,Midcap,Low Risk,bad
VRFILMS,VR Films & Studios Ltd,Communication Services,Smallcap,High Risk,bad
VSCL,Vadivarhe Speciality Chemicals Ltd,Materials,Smallcap,High Risk,bad
VSFPROJ,VSF Projects Ltd,Industrials,Smallcap,Low Risk,bad
VSL,Veeram Securities Ltd,Consumer Discretionary,Smallcap,Low Risk,bad
VSSL,Vardhman Special Steels Ltd,Materials,Smallcap,Moderate Risk,bad
VTMLTD,VTM Ltd,Consumer Discretionary,Smallcap,Low Risk,bad
VXLINSTR,VXL Instruments Ltd,Information Technology,Smallcap,Moderate Risk,bad
WAA,WAA Solar Ltd,Utilities,Smallcap,High Risk,bad
WAAREE,Waaree Technologies Ltd,Materials,Smallcap,High Risk,bad
WABCOINDIA,Wabco India Ltd,Consumer Discretionary,Smallcap,Low Risk,bad
WALCHANNAG,Walchandnagar Industries Ltd,Industrials,Smallcap,Moderate Risk,bad
WALCHPF,Walchand Peoplefirst Ltd,Consumer Discretionary,Smallcap,High Risk,bad
WALLFORT,Wallfort Financial Services Ltd,Financials,Smallcap,Moderate Risk,bad
WANBURY,Wanbury Ltd,Health Care,Smallcap,Moderate Risk,bad
WARRENTEA,Warren Tea Ltd,Consumer Staples,Smallcap,Moderate Risk,bad
WATERBASE,Waterbase Ltd,Consumer Staples,Smallcap,Moderate Risk,bad
WEALTH,Wealth First Portfolio Managers Ltd,Financials,Smallcap,High Risk,bad
WEBELSOLAR,Websol Energy System Ltd,Industrials,Smallcap,Moderate Risk,bad
WEIZMANIND,Weizmann Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
WELCORP,Welspun Corp Ltd,Materials,Smallcap,Moderate Risk,bad
WELCURE,Welcure Drugs and Pharmaceuticals Ltd,Health Care,Smallcap,Low Risk,bad
WELINV,Welspun Investments and Commercials Ltd,Financials,Smallcap,Moderate Risk,bad
WELLNESS,Wellness Noni Ltd,Consumer Staples,Smallcap,Moderate Risk,bad
WELSPLSOL,Welspun Specialty Solutions Ltd,Materials,Smallcap,High Risk,bad
WELTI,Welterman International Ltd,Materials,Smallcap,Low Risk,bad
WENDT,Wendt India Ltd,Industrials,Smallcap,Moderate Risk,bad
WEPSOLN,Wep Solutions Ltd,Information Technology,Smallcap,High Risk,bad
WESTLEIRES,West Leisure Resorts Ltd,Financials,Smallcap,Low Risk,bad
WEWIN,We Win Ltd,Information Technology,Smallcap,High Risk,bad
WFL,Wonder Fibromats Ltd,Consumer Discretionary,Smallcap,High Risk,bad
WHBRADY,W H Brady & Co Ltd,Industrials,Smallcap,Moderate Risk,bad
WHEELS,Wheels India Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
WHIRLPOOL,Whirlpool of India Ltd,Consumer Discretionary,Midcap,Low Risk,bad
WHITEORG,White Organic Agro Ltd,Consumer Staples,Smallcap,High Risk,bad
WILLAMAGOR,Williamson Magor and Co Ltd,Financials,Smallcap,High Risk,bad
WINDMACHIN,Windsor Machines Ltd,Industrials,Smallcap,Moderate Risk,bad
WINSOMTX,Winsome Textile Industries Ltd,Consumer Discretionary,Smallcap,High Risk,bad
WIPL,Western India Plywoods Ltd,Materials,Smallcap,Low Risk,bad
WIPRO,Wipro Ltd,Information Technology,Largecap,Low Risk,bad
WIREFABR,Wires and Fabriks (SA) Ltd,Industrials,Smallcap,Moderate Risk,bad
WOCKPHARMA,Wockhardt Ltd,Health Care,Smallcap,Moderate Risk,bad
WOMENNET,Pagaria Energy Ltd,Industrials,Smallcap,Low Risk,bad
WONDERLA,Wonderla Holidays Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
WOODSVILA,Woodsvilla Ltd,Consumer Discretionary,Smallcap,Low Risk,bad
WORL,White Organic Retail Ltd,Consumer Staples,Smallcap,High Risk,bad
WORTH,Worth Peripherals Ltd,Materials,Smallcap,High Risk,bad
WPIL,WPIL Ltd,Industrials,Smallcap,Moderate Risk,bad
WSFIN,Wall Street Finance Ltd,Financials,Smallcap,High Risk,bad
WSI,W.S. Industries (India) Ltd,Industrials,Smallcap,Moderate Risk,bad
WWALUM,Worldwide Aluminium Ltd,Industrials,Smallcap,Moderate Risk,bad
XCHANGING,Xchanging Solutions Ltd,Information Technology,Smallcap,Moderate Risk,bad
XELPMOC,Xelpmoc Design and Tech Ltd,Information Technology,Smallcap,High Risk,bad
XPROINDIA,Xpro India Ltd,Materials,Smallcap,High Risk,bad
XTGLOBAL,Xtglobal Infotech Ltd,Information Technology,Smallcap,Moderate Risk,bad
YAARII,Yaarii Digital Integrated Services Ltd,Industrials,Smallcap,High Risk,bad
YARNSYN,Yarn Syndicate Ltd,Consumer Discretionary,Smallcap,Low Risk,bad
YASHCHEM,Yash Chemex Ltd,Industrials,Smallcap,Low Risk,bad
YASHO,Yasho Industries Ltd,Materials,Smallcap,Moderate Risk,bad
YASHPAKKA,Yash Pakka Limited,Materials,Smallcap,High Risk,bad
YESBANK,Yes Bank Ltd,Financials,Midcap,Moderate Risk,bad
YOGISUNG,Yogi Infra Projects Ltd,Industrials,Smallcap,High Risk,bad
YORKEXP,York Exports Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
YSL,Yamuna Syndicate Ltd,Industrials,Smallcap,Moderate Risk,bad
YUKEN,Yuken India Ltd,Industrials,Smallcap,Moderate Risk,bad
YURANUS,Yuranus Infrastructure Ltd,Financials,Smallcap,Moderate Risk,bad
ZBINTXPP,Binayak Tex Processors Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
ZDHJERK,Dhanvantri Jeevan Rekha Ltd,Health Care,Smallcap,Moderate Risk,bad
ZEAL,Zeal Aqua Ltd,Consumer Staples,Smallcap,Moderate Risk,bad
ZEEL,Zee Entertainment Enterprises Ltd,Communication Services,Midcap,Moderate Risk,bad
ZEELEARN,Zee Learn Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
ZEEMEDIA,Zee Media Corporation Ltd,Communication Services,Smallcap,Moderate Risk,bad
ZENIFIB,Zenith Fibres Ltd,Consumer Discretionary,Smallcap,High Risk,bad
ZENITHEXPO,Zenith Exports Ltd,Consumer Discretionary,Smallcap,High Risk,bad
ZENITHSTL,Zenith Steel Pipes & Industries Ltd,Industrials,Smallcap,High Risk,bad
ZENLABS,Zenlabs Ethica Ltd,Health Care,Smallcap,High Risk,bad
ZENOTECH,Zenotech Laboratories Ltd,Health Care,Smallcap,Moderate Risk,bad
ZENSARTECH,Zensar Technologies Ltd,Information Technology,Smallcap,Moderate Risk,bad
ZENTEC,Zen Technologies Ltd,Information Technology,Smallcap,High Risk,bad
ZFSTEERING,ZF Steering Gear (India) Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
ZGOLDINV,Gold Rock Investments Ltd,Financials,Smallcap,Low Risk,bad
ZICOM,Zicom Electronic Security Systems Ltd,Information Technology,Smallcap,Moderate Risk,bad
ZIMLAB,Zim Laboratories Ltd,Health Care,Smallcap,Moderate Risk,bad
ZKHANDEN,Khandelwal Extractions Ltd,Consumer Staples,Smallcap,Moderate Risk,bad
ZODIAC,Zodiac Energy Ltd,Industrials,Smallcap,Moderate Risk,bad
ZODIACLOTH,Zodiac Clothing Company Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
ZODIACVEN,Zodiac Ventures Ltd,Real Estate,Smallcap,High Risk,bad
ZODJRDMKJ,Zodiac-JRD-MKJ Ltd,Consumer Discretionary,Smallcap,High Risk,bad
ZOTA,Zota Health Care Ltd,Health Care,Smallcap,Low Risk,bad
ZSVARAJT,Svaraj Trading and Agencies Ltd,Industrials,Smallcap,Moderate Risk,bad
ZUARI,Zuari Agro Chemicals Ltd,Materials,Smallcap,Moderate Risk,bad
ZUARIGLOB,Zuari Global Ltd,Industrials,Smallcap,High Risk,bad
ZWELCAST,Welcast Steels Ltd,Materials,Smallcap,Moderate Risk,bad
3MINDIA,3M India Ltd,Industrials,Midcap,Low Risk,good
AARTIDRUGS,Aarti Drugs Ltd,Health Care,Smallcap,Moderate Risk,good
AARTIIND,Aarti Industries Ltd,Materials,Midcap,Low Risk,good
ABBOTINDIA,Abbott India Ltd,Health Care,Midcap,Low Risk,good
ABCAPITAL,Aditya Birla Capital Ltd,Financials,Midcap,Moderate Risk,good
ABFRL,Aditya Birla Fashion and Retail Ltd,Consumer Discretionary,Midcap,Moderate Risk,good
ACC,ACC Ltd,Materials,Midcap,Low Risk,good
ACE,Action Construction Equipment Ltd,Industrials,Smallcap,Moderate Risk,good
ADANIPORTS,Adani Ports and Special Economic Zone Ltd,Industrials,Largecap,Low Risk,good
ADVENZYMES,Advanced Enzyme Technologies Ltd,Materials,Smallcap,Moderate Risk,good
AEGISCHEM,Aegis Logistics Ltd,Energy,Smallcap,Moderate Risk,good
AHLUCONT,Ahluwalia Contracts (India) Ltd,Industrials,Smallcap,Moderate Risk,good
AJANTPHARM,Ajanta Pharma Ltd,Health Care,Midcap,Low Risk,good
ALKEM,Alkem Laboratories Ltd,Health Care,Midcap,Low Risk,good
ALKYLAMINE,Alkyl Amines Chemicals Ltd,Materials,Midcap,Moderate Risk,good
APARINDS,Apar Industries Ltd,Industrials,Smallcap,Low Risk,good
APEX,Apex Frozen Foods Ltd,Consumer Staples,Smallcap,Moderate Risk,good
APLAPOLLO,APL Apollo Tubes Ltd,Industrials,Midcap,Moderate Risk,good
APOLLOHOSP,Apollo Hospitals Enterprise Ltd,Health Care,Largecap,Low Risk,good
APOLLOTYRE,Apollo Tyres Limited,Consumer Discretionary,Midcap,Moderate Risk,good
ARVIND,Arvind Ltd,Consumer Discretionary,Smallcap,High Risk,good
ASAHIINDIA,Asahi India Glass Ltd,Consumer Discretionary,Smallcap,Moderate Risk,good
ASHOKA,Ashoka Buildcon Ltd,Industrials,Smallcap,Moderate Risk,good
ASHOKLEY,Ashok Leyland Ltd,Industrials,Midcap,Moderate Risk,good
ASTEC,Astec Lifesciences Ltd,Materials,Smallcap,High Risk,good
ASTERDM,Aster DM Healthcare Ltd,Health Care,Smallcap,Moderate Risk,good
ATFL,Agro Tech Foods Ltd,Consumer Staples,Smallcap,Moderate Risk,good
ATULAUTO,Atul Auto Ltd,Consumer Discretionary,Smallcap,Low Risk,good
AUBANK,AU Small Finance Bank Ltd,Financials,Midcap,Moderate Risk,good
AUROPHARMA,Aurobindo Pharma Ltd,Health Care,Largecap,Low Risk,good
AVANTIFEED,Avanti Feeds Ltd,Consumer Staples,Smallcap,Low Risk,good
AWHCL,Antony Waste Handling Cell Ltd,Consumer Discretionary,Smallcap,Low Risk,good
AXISBANK,Axis Bank Ltd,Financials,Largecap,Moderate Risk,good
AXISCADES,Axiscades Technologies Ltd,Industrials,Smallcap,Moderate Risk,good
BAJAJ-AUTO,Bajaj Auto Ltd,Consumer Discretionary,Largecap,Low Risk,good
BAJAJCON,Bajaj Consumer Care Ltd,Consumer Staples,Smallcap,Moderate Risk,good
BAJAJELEC,Bajaj Electricals Ltd,Consumer Discretionary,Midcap,Moderate Risk,good
BAJAJFINSV,Bajaj Finserv Ltd,Financials,Largecap,Moderate Risk,good
BALAMINES,Balaji Amines Ltd,Materials,Smallcap,High Risk,good
BALRAMCHIN,Balrampur Chini Mills Ltd,Consumer Staples,Smallcap,Moderate Risk,good
BANDHANBNK,Bandhan Bank Ltd,Financials,Largecap,Moderate Risk,good
BASF,BASF India Ltd,Materials,Smallcap,Moderate Risk,good
BECTORFOOD,Mrs. Bectors Food Specialities Ltd,Consumer Staples,Smallcap,Low Risk,good
BEL,Bharat Electronics Ltd,Information Technology,Midcap,Moderate Risk,good
BEML,BEML Ltd,Industrials,Smallcap,Moderate Risk,good
BHARTIARTL,Bharti Airtel Ltd,Communication Services,Largecap,Low Risk,good
BIL,Bhartiya International Ltd,Consumer Discretionary,Smallcap,Moderate Risk,good
BIRET,Brookfield India Real Estate Trust REIT,Real Estate,Smallcap,Low Risk,good
BIRLACORPN,Birla Corporation Ltd,Materials,Smallcap,Moderate Risk,good
BLUEDART,Blue Dart Express Ltd,Industrials,Midcap,Moderate Risk,good
BODALCHEM,Bodal Chemicals Ltd,Materials,Smallcap,Moderate Risk,good
BPCL,Bharat Petroleum Corporation Ltd,Energy,Largecap,Low Risk,good
BRIGADE,Brigade Enterprises Ltd,Real Estate,Smallcap,Moderate Risk,good
BRITANNIA,Britannia Industries Ltd,Consumer Staples,Largecap,Low Risk,good
BSE,BSE Ltd,Financials,Smallcap,Low Risk,good
BSOFT,Birlasoft Ltd,Information Technology,Smallcap,Moderate Risk,good
CAMLINFINE,Camlin Fine Sciences Ltd,Materials,Smallcap,Moderate Risk,good
CAMS,Computer Age Management Services Ltd,Financials,Smallcap,Low Risk,good
CANFINHOME,Can Fin Homes Ltd,Financials,Smallcap,Moderate Risk,good
CAPACITE,Capacite Infraprojects Ltd,Industrials,Smallcap,Moderate Risk,good
CAPLIPOINT,Caplin Point Laboratories Ltd,Health Care,Smallcap,Moderate Risk,good
CARBORUNIV,Carborundum Universal Ltd,Industrials,Smallcap,Moderate Risk,good
CARERATING,CARE Ratings Ltd,Financials,Smallcap,Moderate Risk,good
CCL,CCL Products India Ltd,Consumer Staples,Smallcap,Low Risk,good
CDSL,Central Depository Services (India) Ltd,Financials,Smallcap,Moderate Risk,good
CEATLTD,CEAT Ltd,Consumer Discretionary,Smallcap,Low Risk,good
CENTENKA,Century Enka Ltd,Consumer Discretionary,Smallcap,Moderate Risk,good
CENTURYPLY,Century Plyboards (India) Ltd,Materials,Smallcap,Moderate Risk,good
CENTURYTEX,Century Textile and Industries Ltd,Materials,Smallcap,Moderate Risk,good
CERA,Cera Sanitaryware Ltd,Industrials,Smallcap,Low Risk,good
CESC,CESC Ltd,Utilities,Smallcap,Low Risk,good
CHALET,Chalet Hotels Ltd,Consumer Discretionary,Smallcap,Moderate Risk,good
CHAMBLFERT,Chambal Fertilisers and Chemicals Ltd,Materials,Smallcap,Low Risk,good
CHEMCON,Chemcon Speciality Chemicals Ltd,Materials,Smallcap,Moderate Risk,good
CHENNPETRO,Chennai Petroleum Corporation Ltd,Energy,Smallcap,Moderate Risk,good
CHOLAFIN,Cholamandalam Investment and Finance Company Ltd,Financials,Largecap,High Risk,good
CHOLAHLDNG,Cholamandalam Financial Holdings Ltd,Financials,Smallcap,Low Risk,good
CIPLA,Cipla Ltd,Health Care,Largecap,Low Risk,good
COALINDIA,Coal India Ltd,Materials,Largecap,Low Risk,good
COFORGE,Coforge Ltd,Information Technology,Midcap,Moderate Risk,good
CONTROLPR,Control Print Ltd,Information Technology,Smallcap,Moderate Risk,good
COROMANDEL,Coromandel International Ltd,Materials,Midcap,Low Risk,good
CREDITACC,CreditAccess Grameen Ltd,Financials,Smallcap,Moderate Risk,good
CRISIL,CRISIL Ltd,Financials,Midcap,Low Risk,good
CROMPTON,Crompton Greaves Consumer Electricals Ltd,Consumer Discretionary,Midcap,Low Risk,good
CSBBANK,CSB Bank Ltd,Financials,Smallcap,Moderate Risk,good
CUB,City Union Bank Ltd,Financials,Smallcap,Moderate Risk,good
CYIENT,Cyient Ltd,Information Technology,Smallcap,Moderate Risk,good
DAAWAT,LT Foods Ltd,Consumer Staples,Smallcap,Moderate Risk,good
DABUR,Dabur India Ltd,Consumer Staples,Largecap,Low Risk,good
DALBHARAT,Dalmia Bharat Ltd,Materials,Midcap,Low Risk,good
DALMIASUG,Dalmia Bharat Sugar and Industries Ltd,Consumer Staples,Smallcap,Moderate Risk,good
DBL,Dilip Buildcon Ltd,Industrials,Smallcap,Moderate Risk,good
DCAL,Dishman Carbogen Amcis Ltd,Health Care,Smallcap,High Risk,good
DECCANCE,Deccan Cements Ltd,Materials,Smallcap,Moderate Risk,good
DEEPAKNTR,Deepak Nitrite Ltd,Materials,Midcap,Moderate Risk,good
DHAMPURSUG,Dhampur Sugar Mills Ltd,Consumer Staples,Smallcap,Moderate Risk,good
DHANIPP,Indiabulls Ventures Ltd Partly Paid Up,Unknown,Midcap,High Risk,good
DHANUKA,Dhanuka Agritech Ltd,Materials,Smallcap,Moderate Risk,good
DIAMONDYD,Prataap Snacks Ltd,Consumer Staples,Smallcap,Low Risk,good
DISHTV,Dish TV India Ltd,Communication Services,Smallcap,High Risk,good
DIVISLAB,Divi's Laboratories Ltd,Health Care,Largecap,Low Risk,good
DIXON,Dixon Technologies (India) Ltd,Consumer Discretionary,Midcap,Moderate Risk,good
DLF,DLF Ltd,Real Estate,Largecap,Moderate Risk,good
DPABHUSHAN,D P Abhushan Ltd,Consumer Discretionary,Smallcap,High Risk,good
DRREDDY,Dr.Reddy's Laboratories Ltd,Health Care,Largecap,Low Risk,good
DWARKESH,Dwarikesh Sugar Industries Ltd,Consumer Staples,Smallcap,Moderate Risk,good
ECLERX,Eclerx Services Ltd,Information Technology,Smallcap,Moderate Risk,good
EIDPARRY,E.I.D-Parry (India) Ltd,Consumer Staples,Smallcap,Moderate Risk,good
EIHOTEL,EIH Ltd,Consumer Discretionary,Smallcap,Moderate Risk,good
EMAMILTD,Emami Ltd,Consumer Staples,Midcap,Moderate Risk,good
EMBASSY,Embassy Office Parks REIT,Real Estate,Midcap,Low Risk,good
EMMBI,Emmbi Industries Ltd,Materials,Smallcap,Moderate Risk,good
ENDURANCE,Endurance Technologies Ltd (CN),Consumer Discretionary,Midcap,Low Risk,good
ENGINERSIN,Engineers India Ltd,Industrials,Smallcap,Low Risk,good
ENIL,Entertainment Network (India) Ltd,Communication Services,Smallcap,Moderate Risk,good
EPL,EPL Ltd,Materials,Smallcap,Moderate Risk,good
EQUITAS,Equitas Holdings Ltd,Financials,Smallcap,High Risk,good
EQUITASBNK,Equitas Small Finance Bank Ltd,Financials,Smallcap,Moderate Risk,good
ERIS,Eris Lifesciences Ltd,Health Care,Smallcap,Low Risk,good
