stock_symbol,stock_name,stock_industry,stock_market_cap,stock_risk_level,opinion,stock_ticker_url
SKPMIL,Shree Krishna Paper Mills & Industries Ltd,Materials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/shree-krishna-paper-mills-and-industries-SKPM?checklist=basic
SHRMFGC,Shree Manufacturing Co Ltd,Consumer Discretionary,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/shree-manufacturing-company-SHRMF?checklist=basic
SHREMETAL,Shree Metalloys Ltd,Materials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/shree-metalloys-SHREM?checklist=basic
SNTCL,Shree Nidhi Trading Co Ltd,N/A,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/shree-nidhi-trading-company-SNT?checklist=basic
SHREEPAC,Shree Pacetronix Ltd,Health Care,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/shree-pacetronix-SHREP?checklist=basic
SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Ltd,Materials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/shree-pushkar-chemicals-and-fertilisers-SPCH?checklist=basic
SHRAJSYNQ,Shree Rajasthan Syntex Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/shree-rajasthan-syntex-SHREA?checklist=basic
SRPML,Shree Rajeshwaranand Paper Mills Ltd,N/A,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/shree-rajeshwaranand-paper-mills-SRP?checklist=basic
SHREERAMA,Shree Rama Multi-Tech Ltd,Materials,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/shree-rama-multi-tech-SHRM?checklist=basic
RAMANEWS,Shree Rama Newsprint Ltd,Materials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/shree-rama-newsprint-SRNP?checklist=basic
RENUKA,Shree Renuka Sugars Ltd,Consumer Staples,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/shree-renuka-sugars-SRES?checklist=basic
SALSAIN,Shree Salasar Investments Ltd,Financials,nocap,Low Risk,bad,https://www.tickertape.in/stocks/shree-salasar-investments-SAL?checklist=basic
SHREESEC,Shree Securities Ltd,Financials,nocap,High Risk,bad,https://www.tickertape.in/stocks/shree-securities-SHRES?checklist=basic
SSWRL,Shree Steel Wire Ropes Ltd,Materials,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/shree-steel-wire-ropes-SSW?checklist=basic
TIRUPATI,Shree Tirupati Balajee FIBC Ltd,Materials,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/shree-tirupati-balajee-fibc-SHTR?checklist=basic
SVLL,Shree Vasu Logistics Ltd,Industrials,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/shree-vasu-logistics-SHEV?checklist=basic
SHWL,Shree Worstex Ltd,Financials,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/shree-worstex-SHW?checklist=basic
OSWALSEEDS,ShreeOswal Seeds and Chemicals Ltd,Consumer Staples,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/shreeoswal-seeds-and-chemicals-SHSE?checklist=basic
STL,Shreeji Translogistics Ltd,Industrials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/shreeji-translogistics-STL?checklist=basic
SHRENTI,Shreenath Investment Company Ltd,N/A,nocap,High Risk,bad,https://www.tickertape.in/stocks/shreenath-investment-company-SHREN?checklist=basic
SRPL,Shreeram Proteins Ltd,Consumer Staples,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/shreeram-proteins-SHRR?checklist=basic
SHREESHAY,Shreeshay Engineers Ltd,Real Estate,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/shreeshay-engineers-SHR?checklist=basic
SHVFL,Shreevatsaa Finance and Leasing Ltd,Financials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/shreevatsaa-finance-and-leasing-SHV?checklist=basic
SHRENIK,Shrenik Ltd,Materials,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/shrenik-SHRK?checklist=basic
SHREYANIND,Shreyans Industries Ltd,Materials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/shreyans-industries-SHRY?checklist=basic
SHREYASI,Shreyas Intermediates Ltd,Materials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/shreyas-intermediates-SHREY?checklist=basic
SHREYAS,Shreyas Shipping and Logistics Ltd,Industrials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/shreyas-shipping-and-logistics-SRSH?checklist=basic
SHBAJRG,Shri Bajrang Alloys Ltd,Materials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/shri-bajrang-alliance-SHB?checklist=basic
SHRIBCL,Shri Bholanath Carpets Ltd,Consumer Discretionary,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/shri-bholanath-carpets-SHRIB?checklist=basic
SHRIDINE,Shri Dinesh Mills Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/shri-dinesh-mills-SHRID?checklist=basic
SHRJAGP,Shri Jagdamba Polymers Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/shri-jagdamba-polymers-SHRJ?checklist=basic
SHKALYN,Shri Kalyan Holdings Ltd,Financials,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/shri-kalyan-holdings-SHK?checklist=basic
SKCIL,Shri Keshav Cements and Infra Ltd,Materials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/shri-keshav-cements-and-infra-SKCI?checklist=basic
SHRIKRISH,Shri Krishna Devcon Ltd,Real Estate,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/shri-krishna-devcon-SHRIK?checklist=basic
SHRINIWAS,Shri Niwas Leasing and Finance Ltd,Financials,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/shri-niwas-leasing-and-finance-SHRIN?checklist=basic
SRIRAM,Shri Ram Switchgears Ltd,Industrials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/shri-ram-switchgears-SRSW?checklist=basic
SHRICON,Shricon Industries Ltd,Real Estate,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/shricon-industries-SHRIC?checklist=basic
SRAMSET,Shriram Asset Management Co Ltd,Financials,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/shriram-asset-management-co-SRA?checklist=basic
SHRIRAMCIT,Shriram City Union Finance Ltd,Financials,Smallcap,Moderate Risk,good,https://www.tickertape.in/stocks/shriram-city-union-finance-SHCU?checklist=basic
SHRIRAMEPC,Shriram EPC Ltd,Industrials,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/shriram-epc-SHRI?checklist=basic
SHRIPISTON,Shriram Pistons & Rings Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/shriram-pistons-and-rings-SHIE?checklist=basic
SRTRANSFIN,Shriram Transport Finance Company Ltd,Financials,Midcap,High Risk,good,https://www.tickertape.in/stocks/shriram-transport-finance-company-SRTR?checklist=basic
SHRISTI,Shristi Infrastructure Development Corporation Ltd,Industrials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/shristi-infrastructure-development-corporation-PEER?checklist=basic
SHUBHAM,Shubham Polyspin Ltd,Consumer Discretionary,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/shubham-polyspin-SHU?checklist=basic
SHUBHLAXMI,Shubhlaxmi Jewel Art Ltd,Consumer Discretionary,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/shubhlaxmi-jewel-art-SHUL?checklist=basic
SKRABUL,Shukra Bullions Ltd,N/A,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/shukra-bullions-SKR?checklist=basic
SHUKJEW,Shukra Jewellery Ltd,Consumer Discretionary,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/shukra-jewellery-SHUKR?checklist=basic
SHUKRAPHAR,Shukra Pharmaceuticals Ltd,Health Care,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/shukra-pharmaceuticals-SHUK?checklist=basic
SHYAMCENT,Shyam Century Ferrous Ltd,Materials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/shyam-century-ferrous-SHYC?checklist=basic
SHYAMTEL,Shyam Telecom Ltd,Communication Services,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/shyam-telecom-SHMT?checklist=basic
SHYMINV,Shyamkamal Investments Ltd,N/A,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/shyamkamal-investments-SHY?checklist=basic
SIBARAUT,Sibar Auto Parts Ltd,Consumer Discretionary,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/sibar-auto-parts-SIB?checklist=basic
SICAGEN,Sicagen India Ltd,Industrials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/sicagen-india-SICI?checklist=basic
SICAL,Sical Logistics Ltd,Industrials,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/sical-logistics-SICA?checklist=basic
SIDDHA,Siddha Ventures Ltd,Financials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/siddha-ventures-SIDD?checklist=basic
SIDDHIKA,Siddhika Coatings Ltd,Industrials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/siddhika-coatings-SIDDI?checklist=basic
SIELFNS,Siel Financial Services Ltd,Financials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/siel-financial-services-SIEL?checklist=basic
SIEMENS,Siemens Ltd,Industrials,Largecap,Low Risk,bad,https://www.tickertape.in/stocks/siemens-SIEM?checklist=basic
SIGMA,Sigma Solve Ltd,N/A,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/sigma-solve-SIGM?checklist=basic
SIGIND,Signet Industries Ltd,Materials,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/signet-industries-SIGN?checklist=basic
SIKA,Sika Interplant Systems Ltd,Industrials,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/sika-interplant-systems-SIKA?checklist=basic
SIKKO,Sikko Industries Ltd,Materials,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/sikko-industries-SIKK?checklist=basic
SIKOZY,Sikozy Realtors Ltd,Real Estate,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/sikozy-realtors-SIK?checklist=basic
SILINV,Sil Investments Ltd,Financials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/sil-investments-SILI?checklist=basic
SILGO,Silgo Retail Ltd,Consumer Discretionary,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/silgo-retail-SILG?checklist=basic
SILLYMONKS,Silly Monks Entertainment Ltd,Communication Services,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/silly-monks-entertainment-SILL?checklist=basic
SILVOAK,Silver Oak (India) Ltd,Consumer Staples,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/silver-oak-india-SILV?checklist=basic
SILVERTUC,Silver Touch Technologies Ltd,Information Technology,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/silver-touch-technologies-SILT?checklist=basic
SILVERO,Silveroak Commercials Ltd,Industrials,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/silveroak-commercial-SILVE?checklist=basic
SIMBHALS,Simbhaoli Sugars Ltd,Consumer Staples,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/simbhaoli-sugars-SIMB?checklist=basic
SIMMOND,Simmonds Marshall Ltd,Industrials,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/simmonds-marshall-SIMM?checklist=basic
SIMPLEXCAS,Simplex Castings Ltd,Materials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/simplex-castings-SIMPL?checklist=basic
SIMPLEXINF,Simplex Infrastructures Ltd,Industrials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/simplex-infrastructures-SINF?checklist=basic
SIMPLXMIL,Simplex Mills Company Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/simplex-mills-company-SIM?checklist=basic
SIMPLXPAP,Simplex Papers Ltd,Materials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/simplex-papers-SIMP?checklist=basic
SIMPLXREA,Simplex Realty Ltd,Real Estate,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/simplex-realty-SIMPX?checklist=basic
SIMRAN,Simran Farms Ltd,Consumer Staples,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/simran-farms-SIMR?checklist=basic
SINCLAIR,Sinclairs Hotels Ltd,Consumer Discretionary,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/sinclairs-hotels-SINC?checklist=basic
SINDHUTRAD,Sindhu Trade Links Ltd,Industrials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/sindhu-trade-links-SIN?checklist=basic
SINDUVA,Sindu Valley Technologies Ltd,Industrials,nocap,Low Risk,bad,https://www.tickertape.in/stocks/sindu-valley-technologies-SIND?checklist=basic
SINGER,Singer India Ltd,Consumer Discretionary,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/singer-india-SING?checklist=basic
SINNAR,Sinnar Bidi Udyog Ltd,Consumer Staples,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/sinnar-bidi-udyog-SINN?checklist=basic
SINTERCOM,Sintercom India Ltd,Industrials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/sintercom-india-SINE?checklist=basic
SINTEX,Sintex Industries Ltd,Materials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/sintex-industries-SNTX?checklist=basic
SPTL,Sintex Plastics Technology Ltd,Materials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/sintex-plastics-technology-SINT?checklist=basic
SSLEL,Sir Shadi Lal Enterprises Ltd,Consumer Staples,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/sir-shadi-lal-enterprises-SSL?checklist=basic
SIRCA,Sirca Paints India Ltd,Materials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/sirca-paints-india-SICR?checklist=basic
SIROHIA,Sirohia & Sons Ltd,Materials,nocap,Low Risk,bad,https://www.tickertape.in/stocks/sirohia-and-sons-SIR?checklist=basic
SITAENT,Sita Enterprises Ltd,Financials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/sita-enterprises-SIT?checklist=basic
SITINET,Siti Networks Ltd,Communication Services,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/siti-networks-SITI?checklist=basic
SIYSIL,Siyaram Silk Mills Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/siyaram-silk-mills-SIYR?checklist=basic
SJCORP,Sj Corporation Ltd,N/A,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/sj-corporation-SJC?checklist=basic
SKIL,Skil Infrastructure Ltd,Industrials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/skil-infrastructure-SKIL?checklist=basic
SKIPPER,Skipper Ltd,Utilities,Smallcap,High Risk,good,https://www.tickertape.in/stocks/skipper-SKIP?checklist=basic
SKYGOLD,Sky Gold Ltd,Consumer Discretionary,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/sky-gold-SKY?checklist=basic
SKYIND,Sky Industries Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/sky-industries-SKYI?checklist=basic
SKYLMILAR,Skyline Millars Ltd,Real Estate,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/skyline-millars-SKYL?checklist=basic
SKILVEN,Skyline Ventures India Ltd,Real Estate,nocap,Low Risk,bad,https://www.tickertape.in/stocks/skyline-ventures-india-SKILV?checklist=basic
SMARTFIN,Smart Finsec Ltd,Financials,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/smart-finsec-SMAR?checklist=basic
SMARTLINK,Smartlink Holdings Ltd,Information Technology,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/smartlink-holdings-SMAT?checklist=basic
SMFIL,Smiths & Founders India Ltd,Materials,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/smiths-and-founders-india-SMF?checklist=basic
SMRUTHIORG,Smruthi Organics Ltd,Health Care,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/smruthi-organics-SMR?checklist=basic
SNOWMAN,Snowman Logistics Ltd,Industrials,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/snowman-logistics-SNOW?checklist=basic
SOBHA,Sobha Ltd,Real Estate,Smallcap,Moderate Risk,good,https://www.tickertape.in/stocks/sobha-SOBH?checklist=basic
SOBME,Sobhaygya Mercantile Ltd,Financials,nocap,High Risk,bad,https://www.tickertape.in/stocks/sobhagya-mercantile-SOB?checklist=basic
SOFCOM,Sofcom Systems Ltd,Information Technology,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/sofcom-systems-SOFC?checklist=basic
SOFTSOL,SoftSol India Ltd,Information Technology,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/softsol-india-SOF?checklist=basic
SOFTTECH,SoftTech Engineers Ltd,Information Technology,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/softtech-engineers-SOTF?checklist=basic
SOLARINDS,Solar Industries India Ltd,Materials,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/solar-industries-india-SLIN?checklist=basic
SOLARA,Solara Active Pharma Sciences Ltd,Health Care,Smallcap,Moderate Risk,good,https://www.tickertape.in/stocks/solara-active-pharma-sciences-SOLA?checklist=basic
SOLEX,Solex Energy Ltd,Industrials,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/solex-energy-SOEX?checklist=basic
SOLIDCO,Solid Containers Ltd,Materials,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/solid-containers-SOLID?checklist=basic
SOLIDSTON,Solid Stone Co Ltd,N/A,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/solid-stone-company-SOLI?checklist=basic
SOLIMAC,Solitaire Machine Tools Ltd,Industrials,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/solitaire-machine-tools-SOLIM?checklist=basic
SODFC,Som Datt Finance Corporation Ltd,Financials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/som-datt-finance-corporation-SOM?checklist=basic
SOMATEX,Soma Textiles & Industries Ltd,Consumer Discretionary,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/soma-textiles-and-industries-SOMA?checklist=basic
SOMANYCERA,Somany Ceramics Ltd,Industrials,Smallcap,Moderate Risk,good,https://www.tickertape.in/stocks/somany-ceramics-SOCE?checklist=basic
SHIL,Somany Home Innovation Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/somany-home-innovation-SOMN?checklist=basic
SOMICONVEY,Somi Conveyor Beltings Ltd,Industrials,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/somi-conveyor-beltings-SOMI?checklist=basic
SONAHISONA,Sona Hi Sona Jewellers (Gujarat) Ltd,Consumer Discretionary,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/sona-hi-sona-jewellers-gujarat-SONH?checklist=basic
SONALAD,Sonal Adhesives Ltd,Materials,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/sonal-adhesives-SONA?checklist=basic
SONAL,Sonal Mercantile Ltd,Financials,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/sonal-mercantile-SON?checklist=basic
SONAMCLOCK,Sonam Clock Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/sonam-clock-SOMC?checklist=basic
SONATSOFTW,Sonata Software Ltd,Information Technology,Smallcap,Moderate Risk,good,https://www.tickertape.in/stocks/sonata-software-SOFT?checklist=basic
SML,Soni Medicare Ltd,Health Care,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/soni-medicare-SMM?checklist=basic
SONISOYA,Soni Soya Products Ltd,Industrials,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/soni-soya-products-SOSO?checklist=basic
STRAEXPO,Sophia Traexpo Ltd,N/A,nocap,Low Risk,bad,https://www.tickertape.in/stocks/sophia-traexpo-STR?checklist=basic
SOURCEIND,Source Industries (India) Ltd,Consumer Discretionary,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/source-industries-india-SOURC?checklist=basic
SOURCENTRL,Source Natural Foods and Herbal Supplements Ltd,Health Care,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/source-natural-foods-and-herbal-supplements-SOUR?checklist=basic
SAENTER,South Asian Enterprises Ltd,Information Technology,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/south-asian-enterprises-SAE?checklist=basic
STHINPA,South India Paper Mills Ltd,Materials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/south-india-paper-mills-SIPA?checklist=basic
SOUTHBANK,South Indian Bank Ltd,Financials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/south-indian-bank-SIBK?checklist=basic
SOUTHWEST,South West Pinnacle Exploration Ltd,Materials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/south-west-pinnacle-exploration-SWPI?checklist=basic
ZSOUTGAS,Southern Gas Ltd,Utilities,nocap,Low Risk,bad,https://www.tickertape.in/stocks/southern-gas-ZSO?checklist=basic
SOUTHERNIN,Southern Infosys Ltd,Information Technology,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/southern-infosys-SOU?checklist=basic
SOUTLAT,Southern Latex Ltd,N/A,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/southern-latex-SOUT?checklist=basic
